home,visitor,game_date,Schedule Type,League
Portland Trail Blazers,Oklahoma City Thunder,2021-01-25,Actual,NBA
Atlanta Hawks,Los Angeles Clippers,2021-01-26,Actual,NBA
Houston Rockets,Washington Wizards,2021-01-26,Actual,NBA
Utah Jazz,New York Knicks,2021-01-26,Actual,NBA
Charlotte Hornets,Indiana Pacers,2021-01-27,Actual,NBA
Cleveland Cavaliers,Detroit Pistons,2021-01-27,Actual,NBA
Orlando Magic,Sacramento Kings,2021-01-27,Actual,NBA
Atlanta Hawks,Brooklyn Nets,2021-01-27,Actual,NBA
Miami Heat,Denver Nuggets,2021-01-27,Actual,NBA
Philadelphia 76ers,Los Angeles Lakers,2021-01-27,Actual,NBA
Toronto Raptors,Milwaukee Bucks,2021-01-27,Actual,NBA
San Antonio Spurs,Boston Celtics,2021-01-27,Actual,NBA
New Orleans Pelicans,Washington Wizards,2021-01-27,Actual,NBA
Phoenix Suns,Oklahoma City Thunder,2021-01-27,Actual,NBA
Utah Jazz,Dallas Mavericks,2021-01-27,Actual,NBA
Golden State Warriors,Minnesota Timberwolves,2021-01-27,Actual,NBA
Houston Rockets,Portland Trail Blazers,2021-01-28,Actual,NBA
Detroit Pistons,Los Angeles Lakers,2021-01-28,Actual,NBA
Miami Heat,Los Angeles Clippers,2021-01-28,Actual,NBA
Phoenix Suns,Golden State Warriors,2021-01-28,Actual,NBA
Charlotte Hornets,Indiana Pacers,2021-01-29,Actual,NBA
Washington Wizards,Atlanta Hawks,2021-01-29,Actual,NBA
New Orleans Pelicans,Milwaukee Bucks,2021-01-29,Actual,NBA
New York Knicks,Cleveland Cavaliers,2021-01-29,Actual,NBA
Toronto Raptors,Sacramento Kings,2021-01-29,Actual,NBA
Minnesota Timberwolves,Philadelphia 76ers,2021-01-29,Actual,NBA
Oklahoma City Thunder,Brooklyn Nets,2021-01-29,Actual,NBA
Orlando Magic,Los Angeles Clippers,2021-01-29,Actual,NBA
San Antonio Spurs,Denver Nuggets,2021-01-29,Actual,NBA
Utah Jazz,Dallas Mavericks,2021-01-29,Actual,NBA
Chicago Bulls,Portland Trail Blazers,2021-01-30,Actual,NBA
Charlotte Hornets,Milwaukee Bucks,2021-01-30,Actual,NBA
Miami Heat,Sacramento Kings,2021-01-30,Actual,NBA
New Orleans Pelicans,Houston Rockets,2021-01-30,Actual,NBA
Boston Celtics,Los Angeles Lakers,2021-01-30,Actual,NBA
San Antonio Spurs,Memphis Grizzlies,2021-01-30,Actual,NBA
Dallas Mavericks,Phoenix Suns,2021-01-30,Actual,NBA
Golden State Warriors,Detroit Pistons,2021-01-30,Actual,NBA
New York Knicks,Los Angeles Clippers,2021-01-31,Actual,NBA
Denver Nuggets,Utah Jazz,2021-01-31,Actual,NBA
Indiana Pacers,Philadelphia 76ers,2021-01-31,Actual,NBA
Toronto Raptors,Orlando Magic,2021-01-31,Actual,NBA
Washington Wizards,Brooklyn Nets,2021-01-31,Actual,NBA
Minnesota Timberwolves,Cleveland Cavaliers,2021-01-31,Actual,NBA
Atlanta Hawks,Los Angeles Lakers,2021-02-01,Actual,NBA
Miami Heat,Charlotte Hornets,2021-02-01,Actual,NBA
Chicago Bulls,New York Knicks,2021-02-01,Actual,NBA
Cleveland Cavaliers,Minnesota Timberwolves,2021-02-01,Actual,NBA
Milwaukee Bucks,Portland Trail Blazers,2021-02-01,Actual,NBA
New Orleans Pelicans,Sacramento Kings,2021-02-01,Actual,NBA
Oklahoma City Thunder,Houston Rockets,2021-02-01,Actual,NBA
Dallas Mavericks,Phoenix Suns,2021-02-01,Actual,NBA
San Antonio Spurs,Memphis Grizzlies,2021-02-01,Actual,NBA
Orlando Magic,Toronto Raptors,2021-02-02,Actual,NBA
Brooklyn Nets,Los Angeles Clippers,2021-02-02,Actual,NBA
Indiana Pacers,Memphis Grizzlies,2021-02-02,Actual,NBA
Washington Wizards,Portland Trail Blazers,2021-02-02,Actual,NBA
Golden State Warriors,Boston Celtics,2021-02-02,Actual,NBA
Utah Jazz,Detroit Pistons,2021-02-02,Actual,NBA
Charlotte Hornets,Philadelphia 76ers,2021-02-03,Actual,NBA
Milwaukee Bucks,Indiana Pacers,2021-02-03,Actual,NBA
Atlanta Hawks,Dallas Mavericks,2021-02-03,Actual,NBA
Chicago Bulls,New York Knicks,2021-02-03,Actual,NBA
Cleveland Cavaliers,Los Angeles Clippers,2021-02-03,Actual,NBA
Miami Heat,Washington Wizards,2021-02-03,Actual,NBA
Oklahoma City Thunder,Houston Rockets,2021-02-03,Actual,NBA
San Antonio Spurs,Minnesota Timberwolves,2021-02-03,Actual,NBA
New Orleans Pelicans,Phoenix Suns,2021-02-03,Actual,NBA
Sacramento Kings,Boston Celtics,2021-02-03,Actual,NBA
Atlanta Hawks,Utah Jazz,2021-02-04,Actual,NBA
Dallas Mavericks,Golden State Warriors,2021-02-04,Actual,NBA
Philadelphia 76ers,Portland Trail Blazers,2021-02-04,Actual,NBA
Memphis Grizzlies,Houston Rockets,2021-02-04,Actual,NBA
Los Angeles Lakers,Denver Nuggets,2021-02-04,Actual,NBA
Indiana Pacers,New Orleans Pelicans,2021-02-05,Actual,NBA
Orlando Magic,Chicago Bulls,2021-02-05,Actual,NBA
Brooklyn Nets,Toronto Raptors,2021-02-05,Actual,NBA
Cleveland Cavaliers,Milwaukee Bucks,2021-02-05,Actual,NBA
Charlotte Hornets,Utah Jazz,2021-02-05,Actual,NBA
Miami Heat,Washington Wizards,2021-02-05,Actual,NBA
Oklahoma City Thunder,Minnesota Timberwolves,2021-02-05,Actual,NBA
Phoenix Suns,Detroit Pistons,2021-02-05,Actual,NBA
Los Angeles Clippers,Boston Celtics,2021-02-05,Actual,NBA
New York Knicks,Portland Trail Blazers,2021-02-06,Actual,NBA
Sacramento Kings,Denver Nuggets,2021-02-06,Actual,NBA
Orlando Magic,Chicago Bulls,2021-02-06,Actual,NBA
Atlanta Hawks,Toronto Raptors,2021-02-06,Actual,NBA
Cleveland Cavaliers,Milwaukee Bucks,2021-02-06,Actual,NBA
Houston Rockets,San Antonio Spurs,2021-02-06,Actual,NBA
Oklahoma City Thunder,Minnesota Timberwolves,2021-02-06,Actual,NBA
Philadelphia 76ers,Brooklyn Nets,2021-02-06,Actual,NBA
Dallas Mavericks,Golden State Warriors,2021-02-06,Actual,NBA
New Orleans Pelicans,Memphis Grizzlies,2021-02-06,Actual,NBA
Los Angeles Lakers,Detroit Pistons,2021-02-06,Actual,NBA
Charlotte Hornets,Washington Wizards,2021-02-07,Actual,NBA
Indiana Pacers,Utah Jazz,2021-02-07,Actual,NBA
New York Knicks,Miami Heat,2021-02-07,Actual,NBA
Phoenix Suns,Boston Celtics,2021-02-07,Actual,NBA
Los Angeles Clippers,Sacramento Kings,2021-02-07,Actual,NBA
Charlotte Hornets,Houston Rockets,2021-02-08,Actual,NBA
Chicago Bulls,Washington Wizards,2021-02-08,Actual,NBA
Memphis Grizzlies,Toronto Raptors,2021-02-08,Actual,NBA
Dallas Mavericks,Minnesota Timberwolves,2021-02-08,Actual,NBA
San Antonio Spurs,Golden State Warriors,2021-02-08,Actual,NBA
Phoenix Suns,Cleveland Cavaliers,2021-02-08,Actual,NBA
Denver Nuggets,Milwaukee Bucks,2021-02-08,Actual,NBA
Los Angeles Lakers,Oklahoma City Thunder,2021-02-08,Actual,NBA
Detroit Pistons,Brooklyn Nets,2021-02-09,Actual,NBA
Miami Heat,New York Knicks,2021-02-09,Actual,NBA
New Orleans Pelicans,Houston Rockets,2021-02-09,Actual,NBA
San Antonio Spurs,Golden State Warriors,2021-02-09,Actual,NBA
Portland Trail Blazers,Orlando Magic,2021-02-09,Actual,NBA
Sacramento Kings,Philadelphia 76ers,2021-02-09,Actual,NBA
Utah Jazz,Boston Celtics,2021-02-09,Actual,NBA
Washington Wizards,Toronto Raptors,2021-02-10,Actual,NBA
Dallas Mavericks,Atlanta Hawks,2021-02-10,Actual,NBA
Brooklyn Nets,Indiana Pacers,2021-02-10,Actual,NBA
Memphis Grizzlies,Charlotte Hornets,2021-02-10,Actual,NBA
Minnesota Timberwolves,Los Angeles Clippers,2021-02-10,Actual,NBA
Chicago Bulls,New Orleans Pelicans,2021-02-10,Actual,NBA
Denver Nuggets,Cleveland Cavaliers,2021-02-10,Actual,NBA
Los Angeles Lakers,Oklahoma City Thunder,2021-02-10,Actual,NBA
Phoenix Suns,Milwaukee Bucks,2021-02-10,Actual,NBA
Boston Celtics,Toronto Raptors,2021-02-11,Actual,NBA
Houston Rockets,Miami Heat,2021-02-11,Actual,NBA
Detroit Pistons,Indiana Pacers,2021-02-11,Actual,NBA
Golden State Warriors,Orlando Magic,2021-02-11,Actual,NBA
Portland Trail Blazers,Philadelphia 76ers,2021-02-11,Actual,NBA
Charlotte Hornets,Minnesota Timberwolves,2021-02-12,Actual,NBA
Washington Wizards,New York Knicks,2021-02-12,Actual,NBA
Atlanta Hawks,San Antonio Spurs,2021-02-12,Actual,NBA
Dallas Mavericks,New Orleans Pelicans,2021-02-12,Actual,NBA
Boston Celtics,Detroit Pistons,2021-02-12,Actual,NBA
Chicago Bulls,Los Angeles Clippers,2021-02-12,Actual,NBA
Denver Nuggets,Oklahoma City Thunder,2021-02-12,Actual,NBA
Utah Jazz,Milwaukee Bucks,2021-02-12,Actual,NBA
Los Angeles Lakers,Memphis Grizzlies,2021-02-12,Actual,NBA
Portland Trail Blazers,Cleveland Cavaliers,2021-02-12,Actual,NBA
Sacramento Kings,Orlando Magic,2021-02-12,Actual,NBA
Phoenix Suns,Philadelphia 76ers,2021-02-13,Actual,NBA
Atlanta Hawks,Indiana Pacers,2021-02-13,Actual,NBA
New York Knicks,Houston Rockets,2021-02-13,Actual,NBA
Golden State Warriors,Brooklyn Nets,2021-02-13,Actual,NBA
Utah Jazz,Miami Heat,2021-02-13,Actual,NBA
Washington Wizards,Boston Celtics,2021-02-14,Actual,NBA
Charlotte Hornets,San Antonio Spurs,2021-02-14,Actual,NBA
Detroit Pistons,New Orleans Pelicans,2021-02-14,Actual,NBA
Toronto Raptors,Minnesota Timberwolves,2021-02-14,Actual,NBA
Dallas Mavericks,Portland Trail Blazers,2021-02-14,Actual,NBA
Oklahoma City Thunder,Milwaukee Bucks,2021-02-14,Actual,NBA
Phoenix Suns,Orlando Magic,2021-02-14,Actual,NBA
Denver Nuggets,Los Angeles Lakers,2021-02-14,Actual,NBA
Los Angeles Clippers,Cleveland Cavaliers,2021-02-14,Actual,NBA
Sacramento Kings,Memphis Grizzlies,2021-02-14,Actual,NBA
Indiana Pacers,Chicago Bulls,2021-02-15,Actual,NBA
Washington Wizards,Houston Rockets,2021-02-15,Actual,NBA
New York Knicks,Atlanta Hawks,2021-02-15,Actual,NBA
Utah Jazz,Philadelphia 76ers,2021-02-15,Actual,NBA
Golden State Warriors,Cleveland Cavaliers,2021-02-15,Actual,NBA
Los Angeles Clippers,Miami Heat,2021-02-15,Actual,NBA
Sacramento Kings,Brooklyn Nets,2021-02-15,Actual,NBA
Boston Celtics,Denver Nuggets,2021-02-16,Actual,NBA
Memphis Grizzlies,New Orleans Pelicans,2021-02-16,Actual,NBA
Milwaukee Bucks,Toronto Raptors,2021-02-16,Actual,NBA
Minnesota Timberwolves,Los Angeles Lakers,2021-02-16,Actual,NBA
Oklahoma City Thunder,Portland Trail Blazers,2021-02-16,Actual,NBA
Phoenix Suns,Brooklyn Nets,2021-02-16,Actual,NBA
Orlando Magic,New York Knicks,2021-02-17,Actual,NBA
Boston Celtics,Atlanta Hawks,2021-02-17,Actual,NBA
Philadelphia 76ers,Houston Rockets,2021-02-17,Actual,NBA
Chicago Bulls,Detroit Pistons,2021-02-17,Actual,NBA
Minnesota Timberwolves,Indiana Pacers,2021-02-17,Actual,NBA
Washington Wizards,Denver Nuggets,2021-02-17,Actual,NBA
Memphis Grizzlies,Oklahoma City Thunder,2021-02-17,Actual,NBA
New Orleans Pelicans,Portland Trail Blazers,2021-02-17,Actual,NBA
Golden State Warriors,Miami Heat,2021-02-17,Actual,NBA
Los Angeles Clippers,Utah Jazz,2021-02-17,Actual,NBA
Milwaukee Bucks,Toronto Raptors,2021-02-18,Actual,NBA
Los Angeles Lakers,Brooklyn Nets,2021-02-18,Actual,NBA
Sacramento Kings,Miami Heat,2021-02-18,Actual,NBA
Cleveland Cavaliers,Denver Nuggets,2021-02-19,Actual,NBA
Orlando Magic,Golden State Warriors,2021-02-19,Actual,NBA
Boston Celtics,Atlanta Hawks,2021-02-19,Actual,NBA
Philadelphia 76ers,Chicago Bulls,2021-02-19,Actual,NBA
Memphis Grizzlies,Detroit Pistons,2021-02-19,Actual,NBA
Milwaukee Bucks,Oklahoma City Thunder,2021-02-19,Actual,NBA
New Orleans Pelicans,Phoenix Suns,2021-02-19,Actual,NBA
Minnesota Timberwolves,Toronto Raptors,2021-02-19,Actual,NBA
Los Angeles Clippers,Utah Jazz,2021-02-19,Actual,NBA
Charlotte Hornets,Golden State Warriors,2021-02-20,Actual,NBA
Los Angeles Lakers,Miami Heat,2021-02-20,Actual,NBA
Chicago Bulls,Sacramento Kings,2021-02-20,Actual,NBA
Memphis Grizzlies,Phoenix Suns,2021-02-20,Actual,NBA
Portland Trail Blazers,Washington Wizards,2021-02-20,Actual,NBA
New Orleans Pelicans,Boston Celtics,2021-02-21,Actual,NBA
Cleveland Cavaliers,Oklahoma City Thunder,2021-02-21,Actual,NBA
New York Knicks,Minnesota Timberwolves,2021-02-21,Actual,NBA
Orlando Magic,Detroit Pistons,2021-02-21,Actual,NBA
Toronto Raptors,Philadelphia 76ers,2021-02-21,Actual,NBA
Atlanta Hawks,Denver Nuggets,2021-02-21,Actual,NBA
Los Angeles Clippers,Brooklyn Nets,2021-02-21,Actual,NBA
Milwaukee Bucks,Sacramento Kings,2021-02-21,Actual,NBA
Houston Rockets,Chicago Bulls,2021-02-22,Actual,NBA
Dallas Mavericks,Memphis Grizzlies,2021-02-22,Actual,NBA
Oklahoma City Thunder,Miami Heat,2021-02-22,Actual,NBA
Phoenix Suns,Portland Trail Blazers,2021-02-22,Actual,NBA
Utah Jazz,Charlotte Hornets,2021-02-22,Actual,NBA
Los Angeles Lakers,Washington Wizards,2021-02-22,Actual,NBA
Cleveland Cavaliers,Atlanta Hawks,2021-02-23,Actual,NBA
Orlando Magic,Detroit Pistons,2021-02-23,Actual,NBA
Brooklyn Nets,Sacramento Kings,2021-02-23,Actual,NBA
Dallas Mavericks,Boston Celtics,2021-02-23,Actual,NBA
New York Knicks,Golden State Warriors,2021-02-23,Actual,NBA
Toronto Raptors,Philadelphia 76ers,2021-02-23,Actual,NBA
Milwaukee Bucks,Minnesota Timberwolves,2021-02-23,Actual,NBA
Denver Nuggets,Portland Trail Blazers,2021-02-23,Actual,NBA
Los Angeles Clippers,Washington Wizards,2021-02-23,Actual,NBA
Atlanta Hawks,Boston Celtics,2021-02-24,Actual,NBA
Cleveland Cavaliers,Houston Rockets,2021-02-24,Actual,NBA
Indiana Pacers,Golden State Warriors,2021-02-24,Actual,NBA
Chicago Bulls,Minnesota Timberwolves,2021-02-24,Actual,NBA
Miami Heat,Toronto Raptors,2021-02-24,Actual,NBA
New Orleans Pelicans,Detroit Pistons,2021-02-24,Actual,NBA
Oklahoma City Thunder,San Antonio Spurs,2021-02-24,Actual,NBA
Phoenix Suns,Charlotte Hornets,2021-02-24,Actual,NBA
Utah Jazz,Los Angeles Lakers,2021-02-24,Actual,NBA
Philadelphia 76ers,Dallas Mavericks,2021-02-25,Actual,NBA
Brooklyn Nets,Orlando Magic,2021-02-25,Actual,NBA
New York Knicks,Sacramento Kings,2021-02-25,Actual,NBA
Memphis Grizzlies,Los Angeles Clippers,2021-02-25,Actual,NBA
Denver Nuggets,Washington Wizards,2021-02-25,Actual,NBA
Milwaukee Bucks,New Orleans Pelicans,2021-02-25,Actual,NBA
Boston Celtics,Indiana Pacers,2021-02-26,Actual,NBA
Toronto Raptors,Houston Rockets,2021-02-26,Actual,NBA
Chicago Bulls,Phoenix Suns,2021-02-26,Actual,NBA
Detroit Pistons,Sacramento Kings,2021-02-26,Actual,NBA
Memphis Grizzlies,Los Angeles Clippers,2021-02-26,Actual,NBA
Miami Heat,Utah Jazz,2021-02-26,Actual,NBA
Oklahoma City Thunder,Atlanta Hawks,2021-02-26,Actual,NBA
Golden State Warriors,Charlotte Hornets,2021-02-26,Actual,NBA
Los Angeles Lakers,Portland Trail Blazers,2021-02-26,Actual,NBA
Philadelphia 76ers,Cleveland Cavaliers,2021-02-27,Actual,NBA
Washington Wizards,Minnesota Timberwolves,2021-02-27,Actual,NBA
New York Knicks,Indiana Pacers,2021-02-27,Actual,NBA
Oklahoma City Thunder,Denver Nuggets,2021-02-27,Actual,NBA
Orlando Magic,Utah Jazz,2021-02-27,Actual,NBA
San Antonio Spurs,New Orleans Pelicans,2021-02-27,Actual,NBA
Brooklyn Nets,Dallas Mavericks,2021-02-27,Actual,NBA
Milwaukee Bucks,Los Angeles Clippers,2021-02-28,Actual,NBA
Boston Celtics,Washington Wizards,2021-02-28,Actual,NBA
Detroit Pistons,New York Knicks,2021-02-28,Actual,NBA
Houston Rockets,Memphis Grizzlies,2021-02-28,Actual,NBA
Los Angeles Lakers,Golden State Warriors,2021-02-28,Actual,NBA
Miami Heat,Atlanta Hawks,2021-02-28,Actual,NBA
Minnesota Timberwolves,Phoenix Suns,2021-02-28,Actual,NBA
Sacramento Kings,Charlotte Hornets,2021-02-28,Actual,NBA
Orlando Magic,Dallas Mavericks,2021-03-01,Actual,NBA
Philadelphia 76ers,Indiana Pacers,2021-03-01,Actual,NBA
Chicago Bulls,Denver Nuggets,2021-03-01,Actual,NBA
New Orleans Pelicans,Utah Jazz,2021-03-01,Actual,NBA
San Antonio Spurs,Brooklyn Nets,2021-03-01,Actual,NBA
Houston Rockets,Cleveland Cavaliers,2021-03-01,Actual,NBA
Portland Trail Blazers,Charlotte Hornets,2021-03-01,Actual,NBA
Washington Wizards,Memphis Grizzlies,2021-03-02,Actual,NBA
Boston Celtics,Los Angeles Clippers,2021-03-02,Actual,NBA
Miami Heat,Atlanta Hawks,2021-03-02,Actual,NBA
San Antonio Spurs,New York Knicks,2021-03-02,Actual,NBA
Milwaukee Bucks,Denver Nuggets,2021-03-02,Actual,NBA
Los Angeles Lakers,Phoenix Suns,2021-03-02,Actual,NBA
Cleveland Cavaliers,Indiana Pacers,2021-03-03,Actual,NBA
Philadelphia 76ers,Utah Jazz,2021-03-03,Actual,NBA
Toronto Raptors,Detroit Pistons,2021-03-03,Actual,NBA
Houston Rockets,Brooklyn Nets,2021-03-03,Actual,NBA
Minnesota Timberwolves,Charlotte Hornets,2021-03-03,Actual,NBA
New Orleans Pelicans,Chicago Bulls,2021-03-03,Actual,NBA
Orlando Magic,Atlanta Hawks,2021-03-03,Actual,NBA
Dallas Mavericks,Oklahoma City Thunder,2021-03-03,Actual,NBA
Portland Trail Blazers,Golden State Warriors,2021-03-03,Actual,NBA
Sacramento Kings,Los Angeles Lakers,2021-03-03,Actual,NBA
Boston Celtics,Toronto Raptors,2021-03-04,Actual,NBA
Washington Wizards,Los Angeles Clippers,2021-03-04,Actual,NBA
New York Knicks,Detroit Pistons,2021-03-04,Actual,NBA
Indiana Pacers,Denver Nuggets,2021-03-04,Actual,NBA
Memphis Grizzlies,Milwaukee Bucks,2021-03-04,Actual,NBA
New Orleans Pelicans,Miami Heat,2021-03-04,Actual,NBA
San Antonio Spurs,Oklahoma City Thunder,2021-03-04,Actual,NBA
Phoenix Suns,Golden State Warriors,2021-03-04,Actual,NBA
Portland Trail Blazers,Sacramento Kings,2021-03-04,Actual,NBA
Memphis Grizzlies,Washington Wizards,2021-03-10,Actual,NBA
Dallas Mavericks,San Antonio Spurs,2021-03-10,Actual,NBA
Charlotte Hornets,Detroit Pistons,2021-03-11,Actual,NBA
Brooklyn Nets,Boston Celtics,2021-03-11,Actual,NBA
Toronto Raptors,Atlanta Hawks,2021-03-11,Actual,NBA
Chicago Bulls,Philadelphia 76ers,2021-03-11,Actual,NBA
Miami Heat,Orlando Magic,2021-03-11,Actual,NBA
Milwaukee Bucks,New York Knicks,2021-03-11,Actual,NBA
New Orleans Pelicans,Minnesota Timberwolves,2021-03-11,Actual,NBA
Oklahoma City Thunder,Dallas Mavericks,2021-03-11,Actual,NBA
Los Angeles Clippers,Golden State Warriors,2021-03-11,Actual,NBA
Portland Trail Blazers,Phoenix Suns,2021-03-11,Actual,NBA
Sacramento Kings,Houston Rockets,2021-03-11,Actual,NBA
Memphis Grizzlies,Denver Nuggets,2021-03-12,Actual,NBA
New Orleans Pelicans,Cleveland Cavaliers,2021-03-12,Actual,NBA
Washington Wizards,Philadelphia 76ers,2021-03-12,Actual,NBA
Chicago Bulls,Miami Heat,2021-03-12,Actual,NBA
San Antonio Spurs,Orlando Magic,2021-03-12,Actual,NBA
Utah Jazz,Houston Rockets,2021-03-12,Actual,NBA
Los Angeles Lakers,Indiana Pacers,2021-03-12,Actual,NBA
Oklahoma City Thunder,New York Knicks,2021-03-13,Actual,NBA
Brooklyn Nets,Detroit Pistons,2021-03-13,Actual,NBA
Charlotte Hornets,Toronto Raptors,2021-03-13,Actual,NBA
Washington Wizards,Milwaukee Bucks,2021-03-13,Actual,NBA
Atlanta Hawks,Sacramento Kings,2021-03-13,Actual,NBA
Minnesota Timberwolves,Portland Trail Blazers,2021-03-13,Actual,NBA
Denver Nuggets,Dallas Mavericks,2021-03-13,Actual,NBA
Phoenix Suns,Indiana Pacers,2021-03-13,Actual,NBA
Oklahoma City Thunder,Memphis Grizzlies,2021-03-14,Actual,NBA
Golden State Warriors,Utah Jazz,2021-03-14,Actual,NBA
Philadelphia 76ers,San Antonio Spurs,2021-03-14,Actual,NBA
Orlando Magic,Miami Heat,2021-03-14,Actual,NBA
Atlanta Hawks,Cleveland Cavaliers,2021-03-14,Actual,NBA
Houston Rockets,Boston Celtics,2021-03-14,Actual,NBA
Minnesota Timberwolves,Portland Trail Blazers,2021-03-14,Actual,NBA
Chicago Bulls,Toronto Raptors,2021-03-14,Actual,NBA
New Orleans Pelicans,Los Angeles Clippers,2021-03-14,Actual,NBA
Charlotte Hornets,Sacramento Kings,2021-03-15,Actual,NBA
Washington Wizards,Milwaukee Bucks,2021-03-15,Actual,NBA
Brooklyn Nets,New York Knicks,2021-03-15,Actual,NBA
Detroit Pistons,San Antonio Spurs,2021-03-15,Actual,NBA
Dallas Mavericks,Los Angeles Clippers,2021-03-15,Actual,NBA
Denver Nuggets,Indiana Pacers,2021-03-15,Actual,NBA
Phoenix Suns,Memphis Grizzlies,2021-03-15,Actual,NBA
Golden State Warriors,Los Angeles Lakers,2021-03-15,Actual,NBA
Boston Celtics,Utah Jazz,2021-03-16,Actual,NBA
Chicago Bulls,Oklahoma City Thunder,2021-03-16,Actual,NBA
Houston Rockets,Atlanta Hawks,2021-03-16,Actual,NBA
Miami Heat,Cleveland Cavaliers,2021-03-16,Actual,NBA
Philadelphia 76ers,New York Knicks,2021-03-16,Actual,NBA
Portland Trail Blazers,New Orleans Pelicans,2021-03-16,Actual,NBA
Los Angeles Lakers,Minnesota Timberwolves,2021-03-16,Actual,NBA
Detroit Pistons,Toronto Raptors,2021-03-17,Actual,NBA
Indiana Pacers,Brooklyn Nets,2021-03-17,Actual,NBA
Philadelphia 76ers,Milwaukee Bucks,2021-03-17,Actual,NBA
Washington Wizards,Sacramento Kings,2021-03-17,Actual,NBA
Chicago Bulls,San Antonio Spurs,2021-03-17,Actual,NBA
Cleveland Cavaliers,Boston Celtics,2021-03-17,Actual,NBA
Houston Rockets,Golden State Warriors,2021-03-17,Actual,NBA
Denver Nuggets,Charlotte Hornets,2021-03-17,Actual,NBA
Memphis Grizzlies,Miami Heat,2021-03-17,Actual,NBA
Dallas Mavericks,Los Angeles Clippers,2021-03-17,Actual,NBA
Washington Wizards,Utah Jazz,2021-03-18,Actual,NBA
Atlanta Hawks,Oklahoma City Thunder,2021-03-18,Actual,NBA
New York Knicks,Orlando Magic,2021-03-18,Actual,NBA
Phoenix Suns,Minnesota Timberwolves,2021-03-18,Actual,NBA
Portland Trail Blazers,New Orleans Pelicans,2021-03-18,Actual,NBA
Los Angeles Lakers,Charlotte Hornets,2021-03-18,Actual,NBA
Boston Celtics,Sacramento Kings,2021-03-19,Actual,NBA
Cleveland Cavaliers,San Antonio Spurs,2021-03-19,Actual,NBA
Houston Rockets,Detroit Pistons,2021-03-19,Actual,NBA
Memphis Grizzlies,Golden State Warriors,2021-03-19,Actual,NBA
Miami Heat,Indiana Pacers,2021-03-19,Actual,NBA
Orlando Magic,Brooklyn Nets,2021-03-19,Actual,NBA
Toronto Raptors,Utah Jazz,2021-03-19,Actual,NBA
Denver Nuggets,Chicago Bulls,2021-03-19,Actual,NBA
Phoenix Suns,Minnesota Timberwolves,2021-03-19,Actual,NBA
Portland Trail Blazers,Dallas Mavericks,2021-03-19,Actual,NBA
Los Angeles Lakers,Atlanta Hawks,2021-03-20,Actual,NBA
Memphis Grizzlies,Golden State Warriors,2021-03-20,Actual,NBA
Philadelphia 76ers,Sacramento Kings,2021-03-20,Actual,NBA
Milwaukee Bucks,San Antonio Spurs,2021-03-20,Actual,NBA
Los Angeles Clippers,Charlotte Hornets,2021-03-20,Actual,NBA
Miami Heat,Indiana Pacers,2021-03-21,Actual,NBA
Houston Rockets,Oklahoma City Thunder,2021-03-21,Actual,NBA
Denver Nuggets,New Orleans Pelicans,2021-03-21,Actual,NBA
Boston Celtics,Orlando Magic,2021-03-21,Actual,NBA
Brooklyn Nets,Washington Wizards,2021-03-21,Actual,NBA
Cleveland Cavaliers,Toronto Raptors,2021-03-21,Actual,NBA
Detroit Pistons,Chicago Bulls,2021-03-21,Actual,NBA
New York Knicks,Philadelphia 76ers,2021-03-21,Actual,NBA
Phoenix Suns,Los Angeles Lakers,2021-03-21,Actual,NBA
Portland Trail Blazers,Dallas Mavericks,2021-03-21,Actual,NBA
Cleveland Cavaliers,Sacramento Kings,2021-03-22,Actual,NBA
Minnesota Timberwolves,Oklahoma City Thunder,2021-03-22,Actual,NBA
San Antonio Spurs,Charlotte Hornets,2021-03-22,Actual,NBA
Chicago Bulls,Utah Jazz,2021-03-22,Actual,NBA
Houston Rockets,Toronto Raptors,2021-03-22,Actual,NBA
Memphis Grizzlies,Boston Celtics,2021-03-22,Actual,NBA
Milwaukee Bucks,Indiana Pacers,2021-03-22,Actual,NBA
Los Angeles Clippers,Atlanta Hawks,2021-03-22,Actual,NBA
Orlando Magic,Denver Nuggets,2021-03-23,Actual,NBA
New Orleans Pelicans,Los Angeles Lakers,2021-03-23,Actual,NBA
New York Knicks,Washington Wizards,2021-03-23,Actual,NBA
